2025-04-05 15:30:57.465820 | 50:8a:06:fc:81:4d | N/A | -53 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:44.062469 | 54:4b:54:2b:84:8f | N/A | -62 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:44.063023 | 22:55:7e:84:10:17 | N/A | -73 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:44.063852 | 54:4b:54:24:74:37 | N/A | -85 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:44.070323 | 54:4b:54:24:74:37 | N/A | -83 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:44.070949 | 54:4b:54:24:74:37 | N/A | -83 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:44.073854 | 56:4b:54:3b:84:8f | N/A | -62 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:44.075291 | 54:4b:54:24:74:37 | N/A | -85 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:44.076173 | 54:4b:54:24:74:37 | N/A | -84 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:44.077742 | 22:55:7e:84:10:17 | N/A | -73 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:44.077979 | 22:55:7e:84:10:17 | N/A | -76 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:44.083372 | dc:4f:22:fa:54:46 | N/A | -66 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:44.083557 | 54:4b:54:24:74:37 | N/A | -81 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:44.085514 | 54:4b:54:24:74:37 | N/A | -85 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:44.087251 | 54:4b:54:24:74:37 | N/A | -84 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:44.093983 | 54:4b:54:24:74:37 | N/A | -82 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:44.095107 | 54:4b:54:24:74:37 | N/A | -82 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:44.096728 | 54:4b:54:24:74:37 | N/A | -85 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:44.097860 | 54:4b:54:24:74:37 | N/A | -83 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:44.098556 | 54:4b:54:24:74:37 | N/A | -84 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:44.104134 | 30:cc:21:14:be:83 | N/A | -16 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:44.112675 | 54:4b:54:24:74:37 | N/A | -83 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:44.120076 | 54:4b:54:24:74:37 | N/A | -85 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:44.129426 | 54:4b:54:24:74:37 | N/A | -85 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:44.131473 | 54:4b:54:24:74:37 | N/A | -83 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:44.135450 | 54:4b:54:24:74:37 | N/A | -84 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:44.136735 | 22:55:7e:84:10:17 | N/A | -73 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:44.147322 | 54:4b:54:24:74:37 | N/A | -82 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:44.158690 | 54:4b:54:24:74:37 | N/A | -85 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:44.164903 | 54:4b:54:2b:84:8f | N/A | -62 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:44.166701 | 54:4b:54:24:74:37 | N/A | -85 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:44.167601 | 54:4b:54:24:74:37 | N/A | -84 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:44.169436 | 54:4b:54:24:74:37 | N/A | -83 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:44.173333 | 54:4b:54:24:74:37 | N/A | -84 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:44.176246 | 56:4b:54:3b:84:8f | N/A | -62 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:44.177985 | 54:4b:54:24:74:37 | N/A | -84 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:44.186124 | a0:de:0f:60:67:8d | N/A | -81 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:44.186697 | 54:4b:54:24:74:37 | N/A | -83 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:44.188235 | 54:4b:54:24:74:37 | N/A | -83 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:44.188894 | 54:4b:54:24:74:37 | N/A | -81 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:44.195421 | 54:4b:54:24:74:37 | N/A | -84 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:44.198389 | 54:4b:54:24:74:37 | N/A | -83 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:44.206560 | 30:cc:21:14:be:83 | N/A | -16 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:44.215758 | 54:4b:54:24:74:37 | N/A | -84 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:44.229940 | 54:4b:54:24:74:37 | N/A | -85 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:44.237934 | 54:4b:54:24:74:37 | N/A | -84 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:44.247402 | a0:de:0f:60:67:88 | N/A | -81 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:44.251647 | a0:de:0f:60:67:88 | N/A | -83 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:44.267283 | 54:4b:54:2b:84:8f | N/A | -61 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:44.268530 | 54:4b:54:24:74:37 | N/A | -84 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:44.278694 | 56:4b:54:3b:84:8f | N/A | -62 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:44.291592 | 54:4b:54:24:74:37 | N/A | -82 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:44.294057 | 54:4b:54:24:74:37 | N/A | -82 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:44.299065 | 54:4b:54:24:74:37 | N/A | -84 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:44.300640 | 54:4b:54:24:74:37 | N/A | -85 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:44.303155 | 54:4b:54:24:74:37 | N/A | -85 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:44.304189 | 54:4b:54:24:74:37 | N/A | -82 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:44.308955 | 30:cc:21:14:be:83 | N/A | -16 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:44.313176 | 54:4b:54:24:74:37 | N/A | -84 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:44.315611 | 54:4b:54:24:74:37 | N/A | -83 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:44.331550 | 54:4b:54:24:74:37 | N/A | -83 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:44.334682 | 54:4b:54:24:74:37 | N/A | -86 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:44.336719 | 54:4b:54:24:74:37 | N/A | -83 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:44.337505 | 54:4b:54:24:74:37 | N/A | -84 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:44.339018 | 54:4b:54:24:74:37 | N/A | -81 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:44.349631 | 54:4b:54:24:74:37 | N/A | -83 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:44.349891 | 54:4b:54:24:74:37 | N/A | -84 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:44.353971 | 54:4b:54:24:74:37 | N/A | -81 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:44.355812 | 54:4b:54:24:74:37 | N/A | -83 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:44.358094 | 54:4b:54:24:74:37 | N/A | -84 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:44.363340 | 54:4b:54:24:74:37 | N/A | -83 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:44.364112 | 54:4b:54:24:74:37 | N/A | -83 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:44.369658 | 54:4b:54:2b:84:8f | N/A | -62 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:44.371379 | 54:4b:54:24:74:37 | N/A | -84 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:44.373758 | 54:4b:54:24:74:37 | N/A | -82 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:44.377458 | 54:4b:54:24:74:37 | N/A | -83 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:44.381048 | 56:4b:54:3b:84:8f | N/A | -62 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:44.382119 | 54:4b:54:24:74:37 | N/A | -84 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:44.385163 | 54:4b:54:24:74:37 | N/A | -84 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:44.390294 | a0:de:0f:60:67:8d | N/A | -79 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:44.390467 | 54:4b:54:24:74:37 | N/A | -84 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:44.405040 | 54:4b:54:24:74:37 | N/A | -84 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:44.411307 | 30:cc:21:14:be:83 | N/A | -16 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:44.413358 | 54:4b:54:24:74:37 | N/A | -84 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:44.418894 | 54:4b:54:24:74:37 | N/A | -82 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:44.432958 | 54:4b:54:24:74:37 | N/A | -83 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:44.437672 | 54:4b:54:24:74:37 | N/A | -84 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:44.441513 | 54:4b:54:24:74:37 | N/A | -84 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:44.446066 | 54:4b:54:24:74:37 | N/A | -84 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:44.447036 | 54:4b:54:24:74:37 | N/A | -83 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:44.451004 | 54:4b:54:24:74:37 | N/A | -81 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:44.460736 | 54:4b:54:24:74:37 | N/A | -85 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:44.465981 | 54:4b:54:24:74:37 | N/A | -84 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:44.468004 | 50:8a:06:fc:81:4d | N/A | -53 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:44.472166 | 54:4b:54:2b:84:8f | N/A | -62 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:44.473324 | 54:4b:54:24:74:37 | N/A | -82 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:44.474215 | 54:4b:54:24:74:37 | N/A | -84 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:44.475762 | 54:4b:54:24:74:37 | N/A | -84 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:44.478780 | 54:4b:54:24:74:37 | N/A | -84 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:44.483461 | 56:4b:54:3b:84:8f | N/A | -62 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:44.486097 | 54:4b:54:24:74:37 | N/A | -84 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:44.503463 | 54:4b:54:24:74:37 | N/A | -84 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:44.507749 | 54:4b:54:24:74:37 | N/A | -84 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:44.513647 | 30:cc:21:14:be:83 | N/A | -16 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:44.514563 | 50:8a:06:fc:81:4d | N/A | -54 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:44.519457 | 54:4b:54:24:74:37 | N/A | -84 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:44.530129 | 54:4b:54:24:74:37 | N/A | -81 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:44.532181 | 54:4b:54:24:74:37 | N/A | -82 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:44.534702 | 54:4b:54:24:74:37 | N/A | -82 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:44.535822 | 54:4b:54:24:74:37 | N/A | -84 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:44.541821 | 54:4b:54:24:74:37 | N/A | -80 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:44.547525 | 54:4b:54:24:74:37 | N/A | -82 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:44.574484 | 54:4b:54:2b:84:8f | N/A | -62 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:44.576431 | 54:4b:54:24:74:37 | N/A | -84 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:44.581808 | 54:4b:54:24:74:37 | N/A | -84 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:44.585852 | 56:4b:54:3b:84:8f | N/A | -62 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:44.587424 | 54:4b:54:24:74:37 | N/A | -84 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:44.608352 | 54:4b:54:24:74:37 | N/A | -84 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:44.616087 | 30:cc:21:14:be:83 | N/A | -16 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:44.621042 | 54:4b:54:24:74:37 | N/A | -84 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:44.642411 | 54:4b:54:24:74:37 | N/A | -84 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:44.647746 | 54:4b:54:24:74:37 | N/A | -85 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:44.652885 | 54:4b:54:24:74:37 | N/A | -85 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:44.665324 | 54:4b:54:24:74:37 | N/A | -84 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:44.676881 | 54:4b:54:2b:84:8f | N/A | -62 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:44.683299 | 54:4b:54:24:74:37 | N/A | -83 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:44.688276 | 56:4b:54:3b:84:8f | N/A | -62 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:44.697539 | a0:de:0f:60:67:8d | N/A | -83 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:44.718503 | 30:cc:21:14:be:83 | N/A | -16 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:44.779258 | 54:4b:54:2b:84:8f | N/A | -62 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:44.790684 | 56:4b:54:3b:84:8f | N/A | -62 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:44.807315 | 54:4b:54:24:74:37 | N/A | -82 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:44.820927 | 30:cc:21:14:be:83 | N/A | -16 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:44.832379 | 54:4b:54:2b:84:8f | N/A | -62 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:44.836436 | 54:4b:54:2b:84:8f | N/A | -62 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:44.840487 | 54:4b:54:2b:84:8f | N/A | -62 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:44.845174 | 30:cc:21:14:be:83 | N/A | -16 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:44.848591 | 30:cc:21:14:be:83 | N/A | -16 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:44.851998 | 30:cc:21:14:be:83 | N/A | -16 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:44.881679 | 54:4b:54:2b:84:8f | N/A | -62 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:44.893069 | 56:4b:54:3b:84:8f | N/A | -62 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:44.915976 | 30:cc:21:14:be:83 | N/A | -19 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:44.923361 | 30:cc:21:14:be:83 | N/A | -16 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:44.924548 | 50:8a:06:fc:81:4d | N/A | -53 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:44.925129 | dc:4f:22:fa:54:46 | N/A | -68 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:44.944222 | 00:e0:20:5c:07:c5 | N/A | -81 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:44.969932 | b8:c6:aa:72:e5:fa | N/A | -36 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:44.984075 | 54:4b:54:2b:84:8f | N/A | -62 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:44.995495 | 56:4b:54:3b:84:8f | N/A | -62 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:45.004757 | a0:de:0f:60:67:8d | N/A | -81 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:45.017616 | dc:4f:22:fa:54:46 | N/A | -75 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:45.025747 | 30:cc:21:14:be:83 | N/A | -16 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:45.033534 | 50:8a:06:fc:81:4d | N/A | -57 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:45.038156 | b8:c6:aa:72:e5:fa | N/A | -35 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:45.039382 | b8:c6:aa:72:e5:fa | N/A | -36 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:45.041956 | 30:cc:21:14:be:83 | N/A | -16 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:45.047768 | 30:cc:21:14:be:83 | N/A | -16 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:45.051920 | 30:cc:21:14:be:83 | N/A | -16 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:45.055383 | 30:cc:21:14:be:83 | N/A | -16 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:45.058818 | 30:cc:21:14:be:83 | N/A | -16 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:45.062309 | 30:cc:21:14:be:83 | N/A | -16 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:45.086463 | 54:4b:54:2b:84:8f | N/A | -62 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:45.097910 | 56:4b:54:3b:84:8f | N/A | -62 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:45.107159 | a0:de:0f:60:67:8d | N/A | -82 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:45.121725 | 30:cc:21:14:be:83 | N/A | -19 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:45.128137 | 30:cc:21:14:be:83 | N/A | -17 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:45.134418 | dc:4f:22:fa:54:46 | N/A | -67 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:45.143715 | 50:8a:06:fc:81:4d | N/A | -53 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:45.149877 | b8:c6:aa:72:e5:fa | N/A | -37 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:45.150637 | b8:c6:aa:72:e5:fa | N/A | -36 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:45.155001 | 30:cc:21:14:be:83 | N/A | -16 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:45.158365 | 30:cc:21:14:be:83 | N/A | -16 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:45.161473 | 30:cc:21:14:be:83 | N/A | -16 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:45.163659 | 50:8a:06:fc:81:4d | N/A | -53 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:45.188849 | 54:4b:54:2b:84:8f | N/A | -62 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:45.200269 | 56:4b:54:3b:84:8f | N/A | -62 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:45.214830 | dc:4f:22:fa:54:46 | N/A | -69 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:45.230506 | 30:cc:21:14:be:83 | N/A | -16 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:45.262611 | 50:8a:06:fc:81:4d | N/A | -53 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:45.287067 | 50:8a:06:fc:81:4d | N/A | -53 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:45.291296 | 54:4b:54:2b:84:8f | N/A | -62 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:45.302691 | 56:4b:54:3b:84:8f | N/A | -62 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:45.326744 | 30:cc:21:14:be:83 | N/A | -19 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:45.333339 | 30:cc:21:14:be:83 | N/A | -16 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:45.334402 | dc:4f:22:fa:54:46 | N/A | -70 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:45.366666 | d8:77:8b:f0:ad:72 | N/A | -86 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:45.393666 | 54:4b:54:2b:84:8f | N/A | -62 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:45.405090 | 56:4b:54:3b:84:8f | N/A | -62 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:45.415024 | a0:de:0f:60:67:8d | N/A | -82 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:45.425719 | dc:4f:22:fa:54:46 | N/A | -68 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:45.435413 | 30:cc:21:14:be:83 | N/A | -15 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:45.496092 | 54:4b:54:2b:84:8f | N/A | -62 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:45.507504 | 56:4b:54:3b:84:8f | N/A | -62 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:45.537762 | 30:cc:21:14:be:83 | N/A | -15 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:45.598490 | 54:4b:54:2b:84:8f | N/A | -62 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:45.601262 | 1e:98:11:c5:8f:2f | N/A | -47 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:45.607046 | 1e:98:11:c5:8f:2f | N/A | -47 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:45.609887 | 56:4b:54:3b:84:8f | N/A | -62 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:45.610304 | 22:55:7e:84:10:17 | N/A | -78 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:45.611236 | 22:55:7e:84:10:17 | N/A | -79 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:45.611456 | 22:55:7e:84:10:17 | N/A | -79 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:45.611525 | 22:55:7e:84:10:17 | N/A | -79 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:45.619183 | a0:de:0f:60:67:8d | N/A | -80 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:45.626485 | 54:4b:54:24:74:37 | N/A | -83 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:45.640087 | 30:cc:21:14:be:83 | N/A | -16 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:45.665409 | 56:4b:54:31:a6:ef | N/A | -83 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:45.685249 | 22:55:7e:84:10:17 | N/A | -80 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:45.700876 | 54:4b:54:2b:84:8f | N/A | -62 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:45.712296 | 56:4b:54:3b:84:8f | N/A | -62 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:45.721544 | a0:de:0f:60:67:8d | N/A | -82 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:45.728895 | 54:4b:54:24:74:37 | N/A | -80 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:45.742658 | 30:cc:21:14:be:83 | N/A | -16 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:45.743396 | f0:a8:82:56:94:ae | N/A | -79 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:45.744341 | f0:a8:82:56:94:ae | N/A | -77 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:45.748113 | 54:4b:54:2b:84:8f | N/A | -62 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:45.755224 | 30:cc:21:14:be:83 | N/A | -16 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:45.758350 | 30:cc:21:14:be:83 | N/A | -16 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:45.771588 | 54:4b:54:2b:84:8f | N/A | -62 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:45.774671 | 30:cc:21:14:be:83 | N/A | -16 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:45.777810 | 30:cc:21:14:be:83 | N/A | -16 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:45.780926 | 30:cc:21:14:be:83 | N/A | -16 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:45.785442 | 30:cc:21:14:be:83 | N/A | -16 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:45.789535 | 54:4b:54:2b:84:8f | N/A | -62 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:45.792612 | 30:cc:21:14:be:83 | N/A | -16 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:45.797699 | 54:4b:54:2b:84:8f | N/A | -62 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:45.800766 | 30:cc:21:14:be:83 | N/A | -17 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:45.807532 | 1e:98:11:c5:8f:2f | N/A | -46 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:45.814701 | 56:4b:54:3b:84:8f | N/A | -61 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:45.845056 | 30:cc:21:14:be:83 | N/A | -16 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:45.860716 | 52:9f:14:d9:81:25 | N/A | -79 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:45.860956 | 52:9f:14:d9:81:25 | N/A | -79 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:45.905698 | 54:4b:54:2b:84:8f | N/A | -62 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:45.906260 | 02:e0:20:0c:07:c5 | N/A | -85 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:45.911589 | 52:9f:14:d9:81:25 | N/A | -80 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:45.917094 | 56:4b:54:3b:84:8f | N/A | -62 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:45.926372 | a0:de:0f:60:67:8d | N/A | -81 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:45.940687 | 30:cc:21:14:be:83 | N/A | -19 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:45.947393 | 30:cc:21:14:be:83 | N/A | -15 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:45.948158 | 50:8a:06:fc:81:4d | N/A | -55 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:45.952490 | dc:4f:22:fa:54:46 | N/A | -72 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:45.968212 | 00:e0:20:5c:07:c5 | N/A | -83 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:46.008069 | 54:4b:54:2b:84:8f | N/A | -62 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:46.019487 | 56:4b:54:3b:84:8f | N/A | -62 dBm | Origem: Cliente desconhecido
